-13.565,5.95
-1.09,4.25
-4.39,2.55
1.91,0.85
-6.65,5.95
-0.29,4.25
-3.59,2.55
2.71,0.85
-5.79,5.95
0.51,4.25
-2.79,2.55
3.51,0.85
-4.99,5.95
1.31,4.25
-1.99,2.55
5.06,0.85
-4.19,5.95
2.11,4.25
-19.582,2.55
-1.29,0.85
-3.39,5.95
2.91,4.25
-7.15,2.55
-0.49,0.85
-2.59,5.95
3.71,4.25
-5.99,2.55
0.31,0.85
-1.79,5.95
5.96,4.25
-5.19,2.55
1.11,0.85
-0.99,5.95
-4.29,4.25
2.01,2.55
-25,0.85
-0.19,5.95
-3.49,4.25
2.81,2.55
-7.65,0.85
0.61,5.95
-2.69,4.25
3.61,2.55
-6.09,0.85
1.41,5.95
-1.89,4.25
5.46,2.55
-5.29,0.85
2.21,5.95
-16.042,4.25
-1.19,2.55
-4.49,0.85
3.01,5.95
-6.85,4.25
-0.39,2.55
-3.69,0.85
3.81,5.95
-5.89,4.25
0.41,2.55
-2.89,0.85
6.56,5.95
-5.09,4.25
1.21,2.55
-2.09,0.85
-8.352,-0.85
-0.69,-2.55
-3.99,-4.25
2.31,-5.95
-6.19,-0.85
0.11,-2.55
-3.19,-4.25
3.11,-5.95
-5.39,-0.85
0.91,-2.55
-2.39,-4.25
3.96,-5.95
-4.59,-0.85
1.71,-2.55
-1.59,-4.25
7.41,-5.95
-3.79,-0.85
2.51,-2.55
-10.346,-4.25
-0.89,-5.95
-2.99,-0.85
3.31,-2.55
-6.39,-4.25
-0.09,-5.95
-2.19,-0.85
4.41,-2.55
-5.59,-4.25
0.71,-5.95
-1.39,-0.85
11.5,-2.55
-4.79,-4.25
1.51,-5.95
-0.59,-0.85
-3.89,-2.55
2.41,-4.25
-11.742,-5.95
0.21,-0.85
-3.09,-2.55
3.21,-4.25
-6.5,-5.95
1.01,-0.85
-2.29,-2.55
4.16,-4.25
-5.69,-5.95
1.81,-0.85
-1.49,-2.55
9,-4.25
-4.89,-5.95
2.61,-0.85
-9.244,-2.55
-0.79,-4.25
-4.09,-5.95
3.41,-0.85
-6.29,-2.55
0.01,-4.25
-3.29,-5.95
4.71,-0.85
-5.49,-2.55
0.81,-4.25
-2.49,-5.95
15,-0.85
-4.69,-2.55
1.61,-4.25
-1.69,-5.95
