81.618,110.76,107.37,120.05,10.226,76.078,6.7322,94.014,16.871,167.38,11.322,80.799,7.0253,80.933,22.17,18.348
80.699,109.51,106.21,118.63,10.155,75.14,6.6726,92.778,16.75,166.13,11.264,79.985,7.0036,79.988,22.021,18.122
79.787,108.27,105.05,117.21,10.084,74.207,6.614,91.55,16.63,164.89,11.206,79.176,6.982,79.05,21.872,17.897
78.88,107.04,103.89,115.81,10.014,73.281,6.5563,90.329,16.511,163.66,11.148,78.37,6.9604,78.117,21.724,17.674
77.979,105.82,102.75,114.41,9.944,72.36,6.4995,89.117,16.392,162.43,11.091,77.57,6.939,77.189,21.576,17.453
77.084,104.6,101.61,113.02,9.8745,71.445,6.4437,87.913,16.275,161.2,11.034,76.773,6.9175,76.268,21.43,17.234
76.195,103.39,100.48,111.64,9.8056,70.537,6.3889,86.717,16.157,159.98,10.977,75.982,6.8962,75.352,21.284,17.016
75.312,102.19,99.358,110.27,9.7372,69.634,6.335,85.529,16.041,158.77,10.92,75.195,6.8749,74.442,21.139,16.799
74.434,100.99,98.242,108.91,9.6692,68.737,6.2821,84.349,15.925,157.56,10.864,74.412,6.8537,73.538,20.994,16.585
73.562,99.807,97.134,107.56,9.6016,67.846,6.2302,83.178,15.81,156.35,10.808,73.634,6.8325,72.639,20.851,16.372
72.696,98.627,96.033,106.21,9.5346,66.961,6.1792,82.014,15.695,155.15,10.752,72.86,6.8114,71.747,20.708,16.16
71.836,97.454,94.939,104.88,9.468,66.081,6.1291,80.858,15.581,153.95,10.696,72.091,6.7904,70.86,20.566,15.95
70.982,96.288,93.852,103.55,9.4019,65.208,6.08,79.711,15.468,152.76,10.64,71.326,6.7694,69.979,20.424,15.742
70.134,95.13,92.773,102.23,9.3363,64.34,6.0319,78.572,15.356,151.58,10.585,70.566,6.7485,69.103,20.283,15.535
69.291,93.979,91.701,100.92,9.2711,63.479,5.9847,77.44,15.244,150.4,10.53,69.81,6.7277,68.234,20.143,15.33
68.455,92.835,90.636,99.617,9.2064,62.623,5.9385,76.317,15.133,149.22,10.476,69.059,6.7069,67.37,20.004,15.127
67.624,91.698,89.579,98.324,9.1422,61.773,5.8932,75.202,15.022,148.05,10.421,68.312,6.6862,66.512,19.865,14.925
66.799,90.569,88.529,97.04,9.0785,60.929,5.8489,74.095,14.913,146.88,10.367,67.57,6.6656,65.66,19.728,14.725
65.98,89.447,87.486,95.764,9.0152,60.091,5.8055,72.996,14.804,145.72,10.313,66.832,6.645,64.813,19.59,14.526
65.166,88.333,86.45,94.497,8.9524,59.259,5.7631,71.905,14.695,144.56,10.26,66.098,6.6245,63.972,19.454,14.329
64.359,87.225,85.422,93.239,8.8901,58.433,5.7338,70.822,14.588,143.41,10.206,65.37,6.6041,63.138,19.318,14.133
63.557,86.125,84.401,91.99,8.8282,57.613,5.6803,69.748,14.48,142.27,10.153,64.645,6.5837,62.308,19.184,13.94
62.761,85.033,83.387,90.749,8.7669,56.799,5.6288,68.681,14.374,141.12,10.1,63.925,6.5634,61.485,19.049,13.747
61.971,83.947,82.381,89.517,8.706,55.99,5.5793,67.622,14.268,139.99,10.048,63.21,6.5432,60.667,18.916,13.557
61.187,82.869,81.382,88.293,8.6455,55.188,5.5317,66.572,14.163,138.86,9.9952,62.499,6.523,59.855,18.783,13.368
60.409,81.798,80.39,87.078,8.5855,54.391,5.4859,65.53,14.059,137.73,9.9431,61.793,6.5029,59.049,18.651,13.18
59.636,80.735,79.405,85.872,8.5261,53.6,5.442,64.495,13.955,136.61,9.8912,61.091,6.4829,58.249,18.52,12.995
58.869,79.679,78.428,84.675,8.467,52.815,5.3999,63.469,13.853,135.49,9.8396,60.394,6.4629,57.454,18.389,12.811
58.109,78.63,77.458,83.486,8.4085,52.036,5.3596,62.451,13.75,134.38,9.7882,59.701,6.443,56.666,18.26,12.628
57.353,77.588,76.495,82.306,8.3504,51.263,5.321,61.441,13.649,133.27,9.7371,59.013,6.4232,55.883,18.131,12.447
56.604,76.554,75.54,81.134,8.2928,50.496,5.2842,60.439,13.548,132.17,9.6863,58.329,6.4034,55.105,18.002,12.268
55.861,75.527,74.591,79.971,8.2357,49.735,5.249,59.445,13.447,131.07,9.6357,57.649,6.3837,54.334,17.875,12.09
55.123,74.508,73.651,78.817,8.179,48.979,5.2155,58.46,13.348,129.98,9.5853,56.974,6.364,53.568,17.748,11.914
54.392,73.495,72.717,77.672,8.1228,48.23,5.1836,57.482,13.249,128.89,9.5352,56.304,6.3445,52.808,17.621,11.739
53.666,72.49,71.791,76.535,8.0671,47.486,5.1532,56.512,13.151,127.8,9.4854,55.638,6.325,52.054,17.496,11.566
52.946,71.492,70.872,75.407,8.0119,46.749,5.1244,55.551,13.053,126.73,9.4358,54.977,6.3055,51.306,17.371,11.395
52.232,70.502,69.96,74.287,7.9571,46.017,5.0971,54.598,12.956,125.65,9.3865,54.32,6.2861,50.563,17.247,11.226
51.523,69.519,69.055,73.177,7.9028,45.291,5.0712,53.652,12.86,124.59,9.3374,53.667,6.2668,49.826,17.124,11.057
50.821,68.543,68.158,72.074,7.8489,44.571,5.0469,52.715,12.765,123.52,9.2886,53.019,6.2476,49.095,17.002,10.891
50.124,67.575,67.268,70.981,7.7956,43.857,5.0239,51.786,12.67,122.46,9.24,52.376,6.2284,48.37,16.88,10.726
49.433,66.613,66.386,69.896,7.7427,43.149,5.0022,50.865,12.576,121.41,9.1917,51.737,6.2093,47.65,16.759,10.563
48.748,65.66,65.51,68.82,7.6903,42.447,4.9819,49.952,12.482,120.36,9.1436,51.102,6.1902,46.936,16.638,10.401
48.069,64.713,64.642,67.753,7.6384,41.75,4.963,49.047,12.389,119.32,9.0958,50.472,6.1712,46.228,16.519,10.241
47.396,63.774,63.782,66.694,7.5869,41.06,4.9452,48.15,12.297,118.28,9.0483,49.847,6.1523,45.526,16.4,10.083
46.728,62.842,62.928,65.644,7.5359,40.375,4.9287,47.262,12.206,117.24,9.001,49.226,6.1335,44.83,16.282,9.926
46.067,61.917,62.082,64.603,7.4854,39.697,4.9134,46.381,12.115,116.22,8.9539,48.609,6.1147,44.139,16.165,9.7708
45.411,61,61.243,63.57,7.4353,39.024,4.8993,45.508,12.025,115.19,8.9071,47.997,6.0959,43.454,16.048,9.6172
44.761,60.09,60.412,62.546,7.3857,38.357,4.8863,44.644,11.936,114.17,8.8606,47.39,6.0773,42.775,15.932,9.4652
44.116,59.187,59.587,61.53,7.3366,37.696,4.8744,43.788,11.847,113.16,8.8143,46.787,6.0587,42.102,15.817,9.3149
43.478,58.291,58.77,60.524,7.288,37.041,4.8636,42.939,11.759,112.15,8.7683,46.188,6.0402,41.434,15.702,9.1661
42.846,57.403,57.96,59.526,7.2398,36.392,4.8538,42.099,11.672,111.14,8.7225,45.594,6.0217,40.772,15.588,9.019
42.219,56.522,57.158,58.536,7.1921,35.749,4.845,41.267,11.585,110.14,8.677,45.005,6.0033,40.116,15.475,8.8734
