1527829860214220748.jpg	1527829860.266666	0.982979	-0.018960	-0.182735	427804.621573	0.182647	-0.006287	0.983160	4436439.085648	-0.019790	-0.999802	-0.002717	38.705820	0.000000	0.000000	0.000000	1.000000
1527829860277487629.jpg	1527829860.333333	0.982896	-0.019110	-0.183167	427804.428177	0.183072	-0.006641	0.983079	4436440.100041	-0.020003	-0.999797	-0.003029	38.705510	0.000000	0.000000	0.000000	1.000000
1527829860341249267.jpg	1527829860.399999	0.982801	-0.019304	-0.183658	427804.233054	0.183530	-0.008187	0.982982	4436441.115817	-0.020479	-0.999782	-0.004503	38.706668	0.000000	0.000000	0.000000	1.000000
1527829860406332917.jpg	1527829860.466666	0.982728	-0.018693	-0.184107	427804.036219	0.183944	-0.010124	0.982886	4436442.135787	-0.020237	-0.999776	-0.006511	38.705487	0.000000	0.000000	0.000000	1.000000
1527829860530346517.jpg	1527829860.533333	0.982668	-0.018034	-0.184497	427803.840912	0.184308	-0.011656	0.982801	4436443.152184	-0.019875	-0.999771	-0.008130	38.702488	0.000000	0.000000	0.000000	1.000000
1527829860607737994.jpg	1527829860.666666	0.982527	-0.017566	-0.185292	427803.452418	0.185078	-0.013110	0.982638	4436445.181917	-0.019690	-0.999761	-0.009630	38.694796	0.000000	0.000000	0.000000	1.000000
1527829860726558160.jpg	1527829860.733333	0.982472	-0.016781	-0.185651	427803.258070	0.185445	-0.013132	0.982569	4436446.192374	-0.018926	-0.999775	-0.009790	38.689052	0.000000	0.000000	0.000000	1.000000
1527829860802834549.jpg	1527829860.866666	0.982351	-0.016627	-0.186309	427802.868724	0.186097	-0.013497	0.982440	4436448.212107	-0.018850	-0.999772	-0.010164	38.677784	0.000000	0.000000	0.000000	1.000000
1527829860933282630.jpg	1527829860.933333	0.982280	-0.016987	-0.186649	427802.674716	0.186447	-0.012762	0.982384	4436449.220764	-0.019070	-0.999776	-0.009369	38.672490	0.000000	0.000000	0.000000	1.000000
1527829861012298080.jpg	1527829861.066666	0.982127	-0.017288	-0.187426	427802.285329	0.187256	-0.010982	0.982251	4436451.241255	-0.019040	-0.999792	-0.007549	38.663991	0.000000	0.000000	0.000000	1.000000
1527829861077385744.jpg	1527829861.133333	0.982065	-0.016908	-0.187784	427802.089201	0.187619	-0.010852	0.982184	4436452.251832	-0.018645	-0.999800	-0.007485	38.660605	0.000000	0.000000	0.000000	1.000000
1527829861139702199.jpg	1527829861.199999	0.982016	-0.016835	-0.188046	427801.894148	0.187887	-0.010572	0.982135	4436453.261289	-0.018523	-0.999804	-0.007219	38.658629	0.000000	0.000000	0.000000	1.000000
1527829861204923414.jpg	1527829861.266666	0.981975	-0.016533	-0.188284	427801.699418	0.188137	-0.010066	0.982093	4436454.270772	-0.018132	-0.999814	-0.006774	38.656434	0.000000	0.000000	0.000000	1.000000
