29.055,0.18409,22.611,52.916,6.9669,61.931,5.7902,22.265,11.316,14.939,21.544,23.242,29.087,25.378,10.848,140.47
28.755,0.73636,22.391,52.32,6.929,62.058,5.7825,22.086,11.236,14.831,21.361,23.025,28.818,25.174,10.788,134.47
28.457,1.6568,22.172,51.728,6.8913,62.173,5.7747,21.908,11.157,14.723,21.18,22.81,28.55,24.971,10.728,128.78
28.162,2.9454,21.955,51.14,6.8538,62.278,5.7669,21.731,11.078,14.615,21,22.596,28.284,24.769,10.669,123.39
27.868,4.6022,21.739,50.555,6.8165,62.371,5.7592,21.555,10.999,14.508,20.821,22.383,28.02,24.568,10.61,118.3
27.576,6.6272,21.524,49.974,6.7794,62.454,5.7514,21.38,10.921,14.401,20.643,22.171,27.757,24.368,10.552,113.51
27.285,9.0204,21.311,49.396,6.7426,62.525,5.7436,21.206,10.844,14.295,20.466,21.96,27.495,24.169,10.494,109.03
26.997,11.782,21.099,48.822,6.706,62.585,5.7359,21.033,10.767,14.189,20.29,21.751,27.235,23.972,10.436,104.85
26.711,14.911,20.888,48.252,6.6696,62.633,5.7281,20.86,10.69,14.083,20.115,21.543,26.976,23.775,10.378,100.98
26.427,18.409,20.679,47.686,6.6335,62.671,5.7203,20.689,10.614,13.978,19.942,21.336,26.719,23.58,10.321,97.404
26.144,47.618,20.471,47.123,6.5975,62.698,5.7125,20.518,10.538,13.872,19.769,21.13,26.464,23.385,10.264,94.136
25.864,47.958,20.265,46.563,6.5618,62.713,5.7048,20.349,10.463,13.768,19.598,20.926,26.209,23.192,10.207,91.171
25.585,48.27,20.059,46.007,6.5263,62.717,5.697,20.18,10.388,13.663,19.428,20.722,25.957,23,10.15,88.509
25.308,48.556,19.856,45.455,6.491,62.71,5.6892,20.012,10.313,13.559,19.259,20.52,25.706,22.809,10.094,86.151
25.033,48.817,19.653,44.907,6.456,62.692,5.6815,19.845,10.239,13.455,19.091,20.319,25.456,22.619,10.039,84.095
24.761,49.052,19.452,44.362,6.4212,62.663,5.6737,19.679,10.166,13.352,18.924,20.119,25.208,22.431,9.983,82.344
24.49,49.262,19.253,43.821,6.3866,62.623,5.6659,19.514,10.092,13.249,18.758,19.921,24.961,22.243,9.9277,80.895
24.221,49.447,19.055,43.283,6.3522,62.43,5.6582,19.349,10.02,13.146,18.594,19.724,24.716,22.057,9.8728,79.75
23.953,49.608,18.858,42.749,6.318,62.665,5.6504,19.186,9.9474,13.044,18.43,19.527,24.473,21.871,9.8181,78.908
23.688,49.746,18.662,42.219,6.2841,62.862,5.6426,19.024,9.8756,12.942,18.268,19.333,24.231,21.687,9.7638,78.37
23.425,49.86,18.468,41.692,6.2504,63.022,5.6348,18.862,9.8042,12.84,18.107,19.139,23.99,21.504,9.7098,78.135
23.164,49.952,18.276,41.169,6.2169,63.147,5.6271,18.701,9.7332,12.738,17.947,18.946,23.751,21.322,9.656,78.203
22.904,50.021,18.084,40.65,6.1837,63.237,5.6193,18.542,9.6627,12.637,17.788,18.755,23.513,21.141,9.6026,78.575
22.647,50.068,17.894,40.134,6.1506,63.293,5.6115,18.383,9.5926,12.537,17.63,18.565,23.277,20.961,9.5494,79.249
22.391,50.093,17.706,39.622,6.1178,63.315,5.6038,18.225,9.523,12.436,17.473,18.376,23.043,20.782,9.4966,80.228
22.137,50.098,17.518,39.114,6.0852,63.304,5.596,18.068,9.4538,12.336,17.317,18.188,22.809,20.605,9.4441,81.709
21.885,50.082,17.333,38.609,6.0528,63.262,5.5882,17.912,9.385,12.237,17.163,18.002,22.578,20.428,9.3918,81.866
21.635,50.045,17.148,38.107,6.0207,63.188,5.5805,17.757,9.3167,12.137,17.009,17.817,22.348,20.253,9.3399,81.982
21.388,49.989,16.965,37.61,5.9888,63.083,5.5727,17.602,9.2488,12.038,16.857,17.633,22.119,20.079,9.2882,82.059
